"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold","gene"
"LOC102723692",0.103884138725773,2.86256982551373,1.19963001658425,0.23104718224203,0.263764936212656,-6.92340330390795,"Not","LOC102723692"
"PSMD12P1",-0.119109566468369,1.95716145810507,-1.19898629708003,0.23129708850522,0.264036388057728,-6.9241726675365,"Not","PSMD12P1"
"HHATL",0.162145530972827,1.45333554368547,1.19853878969653,0.231470934409111,0.264220989555378,-6.92470728001537,"Not","HHATL"
"IGLV1-40",0.141504535896189,5.84991007701089,1.19809320563303,0.231644125708479,0.264404824516545,-6.92523939804929,"Not","IGLV1-40"
"CXCL6",-0.156316192971726,3.53742617176616,-1.1971815819872,0.231998746876517,0.264795718274251,-6.92632745041183,"Not","CXCL6"
"C17orf107",0.110724877761806,3.88113865349661,1.19660844764244,0.232221893884497,0.265036518650607,-6.92701108406485,"Not","C17orf107"
"LOC440700",0.133709360401562,1.67752482572439,1.19655156773049,0.232244048135809,0.265047911328996,-6.92707891260641,"Not","LOC440700"
"NCAPG",0.136942446878887,4.56852204688601,1.19648767823029,0.232268934359247,0.265062420505875,-6.92715509617382,"Not","NCAPG"
"CSNK2A2",0.035364399105541,8.81967620915471,1.19614143450296,0.23240383619185,0.265202470028169,-6.92756789633992,"Not","CSNK2A2"
"AOAH",-0.0485982021545972,10.7218744851406,-1.19607975895808,0.232427871780657,0.265215998953194,-6.92764141497983,"Not","AOAH"
"SPTLC2",-0.0358842486379931,10.2972501778811,-1.19596122583917,0.232474070318741,0.265254814566683,-6.92778269856773,"Not","SPTLC2"
"ZFYVE26",-0.0416314896208636,8.9890894380579,-1.19399965956999,0.233239545135852,0.266114283224164,-6.93011873743811,"Not","ZFYVE26"
"LINC01814",0.118118108474011,3.81242486172678,1.19371189501676,0.23335199214785,0.266228629834403,-6.93046111758963,"Not","LINC01814"
"AGER",-0.0712344450018865,8.64321719618304,-1.19310316406231,0.23358998730142,0.26648619340328,-6.93118511135486,"Not","AGER"
"TTC31",0.0432892436519623,8.42888798119149,1.19294523756124,0.233651759940471,0.266542700791269,-6.9313728812658,"Not","TTC31"
"ATG16L1",0.0328903187562801,9.11591681503148,1.19259825520197,0.233787522238025,0.266683602951071,-6.93178534633498,"Not","ATG16L1"
"TRPM1",0.143450138946149,1.25151703743976,1.19240841125335,0.233861825419566,0.266748066109938,-6.93201096734697,"Not","TRPM1"
"ERF",0.0646186160585671,8.6806076475586,1.19239127273994,0.233868534103551,0.266748066109938,-6.93203133394675,"Not","ERF"
"DNAI7",0.129680526021802,3.84366196215504,1.19204820560635,0.234002852795982,0.266887288897576,-6.93243895761585,"Not","DNAI7"
"WHSC1L2P",-0.0901995016219401,3.10590407748894,-1.19135429923584,0.234274700905397,0.267183345321061,-6.93326308374558,"Not","WHSC1L2P"
"RPL21P3",0.138107370674001,1.62094169864134,1.19113672502589,0.234359985072414,0.267266611236609,-6.93352139026859,"Not","RPL21P3"
"GART",0.0390037486013632,8.51066860611337,1.19089710147145,0.234453937633826,0.267359753442082,-6.93380581984259,"Not","GART"
"GLDN",0.183367164654852,1.46316018572932,1.19062884240259,0.234559149499568,0.267465724777603,-6.93412417196962,"Not","GLDN"
"STIMATE-MUSTN1",0.0756037480827549,4.47870435606254,1.19017869433345,0.234735774113375,0.267653112076177,-6.93465821801582,"Not","STIMATE-MUSTN1"
"TUBA4B",0.0913257253341482,3.48164043057899,1.18993510300458,0.234831391475334,0.267748117571232,-6.93494712599316,"Not","TUBA4B"
"AK3",0.0453591223853298,7.68056752093574,1.18762179363275,0.235740819534001,0.268770948497454,-6.93768786808487,"Not","AK3"
"KIR3DL1",-0.180466982179143,5.48982755373371,-1.18707007042192,0.235958086733975,0.269004572703262,-6.93834075208459,"Not","KIR3DL1"
"DTX3",0.0605923652645846,7.45812973844842,1.18656151054689,0.236158482256911,0.26921893885892,-6.93894229189949,"Not","DTX3"
"MYO19",-0.043299766709918,8.03479786769809,-1.18556801456472,0.236550313082017,0.269651505986856,-6.94011669061512,"Not","MYO19"
"ACTN4P1",0.105807172848071,2.72768346882377,1.18541939679211,0.236608966994358,0.269703266391011,-6.94029228581103,"Not","ACTN4P1"
"CYP20A1",-0.045998093423778,8.75631268567802,-1.18539019912643,0.23662049144128,0.269703266391011,-6.9403267809332,"Not","CYP20A1"
"LOC101929054",0.0957813125732194,4.13832032784795,1.184142222915,0.237113445660667,0.270250996035646,-6.94180039448748,"Not","LOC101929054"
"RDM1",-0.110330140814618,3.4333407563469,-1.18395049298481,0.237189244064996,0.270323238224395,-6.94202665316843,"Not","RDM1"
"DOCK8-AS1",0.0862265312601522,5.19351977990092,1.18383195491652,0.237236115438172,0.27036250660314,-6.94216652063419,"Not","DOCK8-AS1"
"DPEP1",0.152653716024538,0.756673525712244,1.18371625571061,0.237281870627775,0.270400498896787,-6.94230302501723,"Not","DPEP1"
"KIAA0513",-0.0568751977427304,10.3885281963573,-1.18368050479849,0.237296010191035,0.270402460720591,-6.94234520202558,"Not","KIAA0513"
"RPL31P49",0.151758685682486,1.3090762801467,1.1834968229871,0.237368666170449,0.270471099207824,-6.94256188003901,"Not","RPL31P49"
"LDLRAD3",0.0803397537395911,5.70423123289349,1.18294986860031,0.237585109333667,0.270703561076898,-6.94320689047795,"Not","LDLRAD3"
"COX19",0.0364275917502503,8.29773474153442,1.18277162737717,0.237655673954668,0.270769793865785,-6.94341702222853,"Not","COX19"
"RNU4-82P",-0.126443074905593,1.4272312250461,-1.18243751027641,0.237787988933371,0.270906370482088,-6.94381083415835,"Not","RNU4-82P"
"IGLV1-47",-0.132341822626444,5.63740288641973,-1.18211442812225,0.237915983590591,0.271038011022556,-6.94419153457334,"Not","IGLV1-47"
"IL26",-0.13620843211372,2.14333470572446,-1.18164103929694,0.238103613080846,0.27123757127049,-6.94474916077099,"Not","IL26"
"MIR4518",0.134942210582818,2.16165370977775,1.18088240580757,0.238404519103194,0.271566143726305,-6.94564232733448,"Not","MIR4518"
"ABAT",-0.0748758264856519,8.24547075890575,-1.18077881135871,0.238445629933032,0.27159876506731,-6.94576424863575,"Not","ABAT"
"CD52",0.113967804307469,9.85739088787818,1.18046187956227,0.238571433593369,0.271727846348761,-6.94613718278891,"Not","CD52"
"MARCHF5",-0.0367097825572227,8.41835996805126,-1.17921979065081,0.239064924655196,0.272275680441807,-6.94759779301377,"Not","MARCHF5"
"EID2",-0.0494302972790583,6.48319983165443,-1.17911451902746,0.239106783057496,0.272304476897966,-6.9477215149696,"Not","EID2"
"KHDRBS3",-0.154298741656816,2.39479286955418,-1.1790933036235,0.239115219415201,0.272304476897966,-6.94774644734413,"Not","KHDRBS3"
"STX12",0.0374249033538998,8.45617918186208,1.17880520493391,0.2392298034398,0.272420718015984,-6.94808497727895,"Not","STX12"
"MIR103A2",-0.0912571266532369,2.6679971771884,-1.17854347432565,0.239333933926817,0.272525043730401,-6.94839245225907,"Not","MIR103A2"
"COX18",-0.0355140777484868,7.46376908811768,-1.17827183819188,0.239442039300145,0.272633884425886,-6.94871149235565,"Not","COX18"
"RNU7-140P",-0.120434770343872,1.52995715364948,-1.17793848242048,0.239574755014292,0.272770734140455,-6.94910292319635,"Not","RNU7-140P"
"RPL5P1",0.127400953763178,3.7098436947816,1.17777794192062,0.23963868802923,0.272815425155412,-6.9492913927959,"Not","RPL5P1"
"LOC730183",-0.0903776972560095,4.14729291346502,-1.17777699580445,0.239639064842597,0.272815425155412,-6.94929250343155,"Not","LOC730183"
"CACNA1C-AS2",-0.0847880533640066,3.78563421650753,-1.17770152470584,0.239669124361695,0.27283538179506,-6.94938109529448,"Not","CACNA1C-AS2"
"PIGO",0.0437256060026492,7.87900403220511,1.17757789852922,0.239718369420147,0.272877175708281,-6.94952620189354,"Not","PIGO"
"WASH9P",0.0824956211198113,6.78837453957316,1.17751689347544,0.239742672717288,0.27289057493042,-6.94959780118874,"Not","WASH9P"
"FNDC9",-0.124529661065268,4.50943925138188,-1.17703205679046,0.239935884794199,0.273096225570732,-6.95016670453433,"Not","FNDC9"
"RAD51D",-0.0418873844471213,7.70247824296067,-1.17696738824006,0.239961664160358,0.273111291924095,-6.95024256849765,"Not","RAD51D"
"PROSER2-AS1",-0.183556610542822,1.38953883554381,-1.17669062330092,0.240072015433992,0.273222606808926,-6.95056720021307,"Not","PROSER2-AS1"
"LOC400036",0.181761286701267,2.10781571063962,1.17552551137637,0.240536960781558,0.273737447528924,-6.95193298844068,"Not","LOC400036"
"DIXDC1",0.0970878630468137,4.34614665804192,1.17517768783196,0.240675885361793,0.273881233538178,-6.95234046003982,"Not","DIXDC1"
"POU1F1",-0.142733252798549,1.61232458159333,-1.17469300045749,0.240869569496271,0.274087315833053,-6.95290806656764,"Not","POU1F1"
"RPL17P36",-0.170172477413883,2.24237131751709,-1.17415556676342,0.241084460229104,0.274317506479006,-6.95353717139865,"Not","RPL17P36"
"CCPG1",-0.0716929044076604,8.36386976338192,-1.1740083044999,0.241143366112902,0.274370195271629,-6.95370950260284,"Not","CCPG1"
"CES3",-0.174597950935471,2.51508322016034,-1.17363699453181,0.241291937738292,0.274524893894734,-6.95414392664162,"Not","CES3"
"LRP2BP",-0.0752525400651214,5.17393664005929,-1.17358504899906,0.241312727774023,0.274534203097144,-6.95420469083248,"Not","LRP2BP"
"KCNJ10",-0.118853805980133,2.90845305520497,-1.17322887924953,0.241455310842011,0.274682064342761,-6.95462125468961,"Not","KCNJ10"
"TSKS",-0.131119825825065,4.12966801688571,-1.17286730713383,0.241600117498005,0.274828221568732,-6.95504400859137,"Not","TSKS"
"TBCD",0.0453314816978256,9.2661710175573,1.17284505626553,0.241609030791744,0.274828221568732,-6.95507002031471,"Not","TBCD"
"FBXL2",0.061328293102787,5.11638747487297,1.17266684624522,0.241680426873123,0.274895073921974,-6.95527833382678,"Not","FBXL2"
"DIS3L",-0.0382960853329841,7.99955900046717,-1.17244526963925,0.24176921765104,0.274981703544079,-6.95553729564954,"Not","DIS3L"
"LOC153684",0.0576687455377032,6.39609640005706,1.17235664267361,0.241804738941424,0.275007740021388,-6.95564086248149,"Not","LOC153684"
"SRSF3",0.0490751756128667,11.0361363032573,1.1713991665024,0.242188726213136,0.275430068067637,-6.95675924512324,"Not","SRSF3"
"NFIA",-0.0601672450030293,6.62961462163658,-1.17129679034959,0.242229808728243,0.275462402603796,-6.95687877219064,"Not","NFIA"
"RNU6-485P",0.123205526482221,1.15304211582239,1.17083985768063,0.242413231196632,0.275656593519592,-6.95741212763723,"Not","RNU6-485P"
"RNF14",-0.0443430750009792,8.48554657246716,-1.17076376983126,0.242443783997211,0.275676939767063,-6.95750092124752,"Not","RNF14"
"NEPRO",-0.0431146881537288,8.42455091966076,-1.17058240780952,0.2425166202257,0.275745360838317,-6.95771254545972,"Not","NEPRO"
"RNF165",0.110311357092204,6.06021160450105,1.17037484386455,0.242599998284458,0.275825760371975,-6.95795470372992,"Not","RNF165"
"NDN",-0.146600296958586,3.00533634853331,-1.17029358601865,0.242632644925163,0.275848475081994,-6.95804949307086,"Not","NDN"
"AQP8",-0.154578372848035,1.2382292504615,-1.169078063302,0.243121370902795,0.276389675859264,-6.95946665139705,"Not","AQP8"
"RNFT1",-0.0691071095321485,7.52877410264069,-1.16818689040335,0.243480126455433,0.276783072491102,-6.96050472670881,"Not","RNFT1"
"LYN",-0.0568885297948825,12.0281429062062,-1.16760561879327,0.243714327561703,0.27703484457382,-6.9611813926621,"Not","LYN"
"RAMP2",0.151403284399821,0.527947709035625,1.1672993687574,0.24383778316185,0.2771607103591,-6.96153776790166,"Not","RAMP2"
"ZNF789",-0.039525379197868,7.71189117309424,-1.16715889928521,0.243894424006798,0.277210621293874,-6.96170119754572,"Not","ZNF789"
"ORC1",-0.0903871832803604,4.37783586858811,-1.1665350363385,0.244146093442863,0.277482185120222,-6.96242679692101,"Not","ORC1"
"MIR3677",0.107041533533009,2.09477880054447,1.16638507965373,0.244206614005682,0.277536483297167,-6.96260115037777,"Not","MIR3677"
"SBF1",0.0451185527324469,10.8293281405768,1.16558035721347,0.244531570166494,0.277891286486896,-6.96353641473561,"Not","SBF1"
"LSP1P5",-0.124798871291331,1.28340005917488,-1.16553865810446,0.244548417046965,0.277895928462461,-6.96358486080388,"Not","LSP1P5"
"TMEM242",-0.0566111091101451,6.54238630403903,-1.16547356720053,0.24457471609471,0.277911310492215,-6.96366048004477,"Not","TMEM242"
"TTLL3",-0.0452885826411666,8.83437985860256,-1.16521667009369,0.244678531150447,0.278014768096483,-6.96395888887311,"Not","TTLL3"
"TSSK5P",-0.101668825885081,3.22383495144611,-1.16491970068784,0.244798578574109,0.278136657889446,-6.96430376386173,"Not","TSSK5P"
"MAMSTR",-0.0984875835246006,3.87587157675368,-1.16443482868036,0.244994673259713,0.278344934270596,-6.96486666537814,"Not","MAMSTR"
"CENPW",0.110143457540187,3.34708066574299,1.16410673327935,0.245127426223679,0.278481228466668,-6.96524742856612,"Not","CENPW"
"MIR4766",-0.091195235179339,0.873970028583105,-1.16389467121395,0.245213257087981,0.278564204564419,-6.96549347539735,"Not","MIR4766"
"SKA1",0.116863267849697,3.71712550882306,1.16378317540084,0.245258392847678,0.278600944455015,-6.9656228215225,"Not","SKA1"
"RNU6-125P",-0.117115989644652,2.31656401187154,-1.16358078045337,0.245340341367119,0.278679495736516,-6.9658575881643,"Not","RNU6-125P"
"SHROOM4",-0.163526615691193,3.5443197631175,-1.16324942406252,0.245474547241826,0.278817394303414,-6.9662418552489,"Not","SHROOM4"
"PAH",-0.125233719401071,0.955990817809447,-1.16251198824049,0.245773408832056,0.279142289657731,-6.96709665420463,"Not","PAH"
"ASMTL",0.0524677811069783,8.12695165672882,1.16241746247837,0.245811735927223,0.279171259052589,-6.96720618486021,"Not","ASMTL"
"RD3",-0.164435658473063,1.0287862364029,-1.16218537635851,0.245905857082134,0.279263588086131,-6.96747507451613,"Not","RD3"
"PLRG1",-0.0483975159875616,8.04414271091874,-1.16198856145257,0.24598569408142,0.27933968649924,-6.967703057986,"Not","PLRG1"
"RAMAC",0.0464366684433122,5.81376584009376,1.16168092492017,0.246110521873313,0.27946686555024,-6.96805933654885,"Not","RAMAC"
"GRB7",-0.153731436919246,1.458731517729,-1.16143231971574,0.246211429451302,0.279566870537732,-6.96834718160871,"Not","GRB7"
"RN7SL138P",-0.112467448039764,3.01540921618166,-1.16113896147494,0.246330539503195,0.279687532468561,-6.96868676485991,"Not","RN7SL138P"
"LINC02449",-0.108379687587069,3.32359520354876,-1.1610924823323,0.246349414802181,0.279694379650529,-6.96874055999319,"Not","LINC02449"
"EXOSC10",0.0457956334076925,8.71428597909846,1.16062323394813,0.246540034780015,0.279896207368865,-6.96928355008375,"Not","EXOSC10"
"KNOP1P2",-0.149091411639711,2.53031694785986,-1.16030042908411,0.246671226110598,0.280030548384249,-6.96965695675779,"Not","KNOP1P2"
"RNU6-388P",0.135062081767159,0.741842133731781,1.15921278393677,0.247113618129728,0.280518143821021,-6.97091433845929,"Not","RNU6-388P"
"TRMT6",-0.0418943408184296,7.19686675136316,-1.15911755721027,0.247152377476231,0.280547517048685,-6.97102437041538,"Not","TRMT6"
"LINC02802",-0.14124139531772,0.568038750930354,-1.1585456424631,0.247385249134183,0.280782580135357,-6.97168501393847,"Not","LINC02802"
"LOC107985200",-0.14124139531772,0.568038750930354,-1.1585456424631,0.247385249134183,0.280782580135357,-6.97168501393847,"Not","LOC107985200"
"DPH5",-0.0690136206295069,7.37666712974074,-1.15834410365749,0.2474673482419,0.280861123108901,-6.97191774301973,"Not","DPH5"
"RAET1E",0.125682868423339,0.637465930052043,1.15807654669084,0.247576370181161,0.280970212159002,-6.97222664517084,"Not","RAET1E"
"PROSER3",0.0568285000184909,7.08552040211674,1.15736778052379,0.247865335612495,0.281279844925697,-6.9730445935228,"Not","PROSER3"
"MOGAT1",0.127333382260458,0.950745530874691,1.15734399378271,0.247875037624762,0.281279844925697,-6.97307203588019,"Not","MOGAT1"
"TRBJ2-3",0.0627201885398536,5.17219972880567,1.15695201296212,0.248034955156442,0.281446646614462,-6.97352417682227,"Not","TRBJ2-3"
"SPPL3",0.0432834722801481,8.89256130753884,1.15689751768635,0.24805719348733,0.281457213703643,-6.97358702384119,"Not","SPPL3"
"TTC38",0.0712123158693725,8.77501414152458,1.1564490995184,0.248240236329075,0.281650226451939,-6.97410405331632,"Not","TTC38"
"IGKC",-0.124964695047318,10.4316405750382,-1.15567983413631,0.248554468921134,0.281992057560448,-6.97499055848742,"Not","IGKC"
"FSIP2-AS1",-0.130636582060266,0.540058089238487,-1.15502276290147,0.248823093113344,0.282282111729867,-6.97574730680982,"Not","FSIP2-AS1"
"ROPN1B",0.139219984584636,2.22709704101964,1.1548522968114,0.248892816432814,0.282346500537876,-6.97594356263878,"Not","ROPN1B"
"GTPBP2",0.037990336013122,9.46210499231662,1.15451969670413,0.249028894608697,0.282483565319678,-6.97632639887013,"Not","GTPBP2"
"ARHGAP20",-0.160462770912428,2.37963369604256,-1.15449356832951,0.249039586840039,0.282483565319678,-6.9763564690522,"Not","ARHGAP20"
"CALM2",-0.0538689109748809,11.6477219707057,-1.15413280820189,0.249187249736398,0.282632301298439,-6.97677158550089,"Not","CALM2"
"SELENOK",-0.0752048786031425,7.80580581369179,-1.15410979122571,0.249196672910619,0.282632301298439,-6.97679806611146,"Not","SELENOK"
"HSPG2",0.0963886778337297,5.28755780159002,1.15400330992011,0.24924026972377,0.282667024647661,-6.97692056408435,"Not","HSPG2"
"TRGJ2",0.0865178368842269,0.98482180585589,1.15378159067715,0.249331065768938,0.282755270929567,-6.97717559780399,"Not","TRGJ2"
"C19orf18",0.106813923088927,2.75576053047387,1.15257976141029,0.249823629685758,0.283299111363784,-6.9785571615677,"Not","C19orf18"
"NEIL1",0.0652714119176405,7.47956300705142,1.15054973700518,0.250657174787626,0.284229546477142,-6.98088753096349,"Not","NEIL1"
"NDUFA10",-0.0379297222275827,9.28946751413234,-1.14994536252966,0.250905712182896,0.284496557112193,-6.9815805355636,"Not","NDUFA10"
"DPRXP3",-0.12231073561472,1.45935982619368,-1.14939797800564,0.251130962546131,0.2847371366541,-6.98220788075868,"Not","DPRXP3"
"METTL23",-0.046349362046187,7.34206118667154,-1.14901383126047,0.25128912465604,0.284901629146375,-6.98264796567917,"Not","METTL23"
"TRGC2",0.0836091036066451,7.58484827781822,1.14828456949491,0.251589570555389,0.285227411820877,-6.98348301827987,"Not","TRGC2"
"LINC00853",-0.167120839921795,3.56962003147232,-1.14814251172304,0.2516481256834,0.285278942979802,-6.98364562249684,"Not","LINC00853"
"PDE11A",-0.112508932575287,1.07756421355694,-1.14767923936575,0.251839149317874,0.285480632849014,-6.98417576119877,"Not","PDE11A"
"MTCYBP3",0.156759900672064,2.03257458491377,1.14762251784222,0.251862544589633,0.285492290913028,-6.98424065501733,"Not","MTCYBP3"
"GLUD1",-0.0404939100316319,9.56389639180037,-1.14683208678647,0.252188722920379,0.285834737728272,-6.98514463799458,"Not","GLUD1"
"ARHGEF11",0.0651890824552623,9.42593432619748,1.14682679857721,0.252190906141702,0.285834737728272,-6.98515068381595,"Not","ARHGEF11"
"C22orf39",-0.0314614990304563,8.11289742987967,-1.14672449157832,0.252233145882911,0.28586773286839,-6.98526764231833,"Not","C22orf39"
"SLC31A1",-0.0498317458030577,8.49429074487993,-1.14549937487908,0.252739347527398,0.286426527136936,-6.98666740452017,"Not","SLC31A1"
