"","logFC","AveExpr","t","P.Value","adj.P.Val","B","threshold","gene"
"TSPAN32",0.190874473914567,9.31743872729953,3.8483088148753,0.000139966016273681,0.000231030928165509,-0.378068085018369,"Not","TSPAN32"
"FOXQ1",-0.495752620656195,0.653905506124663,-3.84737289516426,0.000140480926379337,0.000231863273850532,-0.381532565567727,"Not","FOXQ1"
"PPP1R14B-AS1",-0.382533905514327,0.840971500673606,-3.84708789808297,0.000140638077206647,0.000232105057690977,-0.382587380649746,"Not","PPP1R14B-AS1"
"A2MP1",0.388991786505844,5.25998784361489,3.84702634114526,0.000140672042269341,0.000232143518030687,-0.382815202233213,"Not","A2MP1"
"ZNF445",-0.14733850006796,9.35402368638423,-3.84691653585548,0.000140732648422311,0.000232225933570462,-0.383221582107444,"Not","ZNF445"
"NR4A2",-0.31125834546892,6.0586915942527,-3.8465868261336,0.000140914777490506,0.0002325088489699,-0.384441744897988,"Not","NR4A2"
"LMF2",0.144344948887033,9.42339189590224,3.84595545293489,0.000141264165359572,0.000233067676974138,-0.386778009743175,"Not","LMF2"
"PSMC5",0.127415551214872,9.23867509135109,3.84590539891253,0.000141291899158877,0.000233095772724036,-0.386963209065874,"Not","PSMC5"
"PRKCZ",0.182018440128253,7.20456386795538,3.84499841131353,0.000141795333245717,0.00023390858950193,-0.390318667519049,"Not","PRKCZ"
"GRIN2B",-0.404273606463077,1.3386907860028,-3.84489817079834,0.000141851076892986,0.000233982819433738,-0.390689468853879,"Not","GRIN2B"
"PSMC6P2",-0.466776099201138,0.951359381029052,-3.84430767416408,0.000142179872279419,0.000234507401824296,-0.392873603484058,"Not","PSMC6P2"
"EHD2",-0.550628869773854,2.85341660634107,-3.84425622060409,0.000142208556327048,0.000234536947210594,-0.393063905735715,"Not","EHD2"
"RPL34P18",-0.544642702944524,3.12161332040178,-3.8435575440044,0.000142598592741526,0.000235162402071094,-0.395647745459229,"Not","RPL34P18"
"ALDH6A1",0.17838133409844,6.84411668025971,3.84324632422474,0.000142772656723841,0.000235431624396943,-0.39679855613478,"Not","ALDH6A1"
"CD300E",0.222806244236448,9.81667535271344,3.84229444467337,0.000143306286960819,0.000236293684580633,-0.400317827748911,"Not","CD300E"
"EEF1B2",0.390106093801144,9.12333839267564,3.84204312742513,0.000143447491513996,0.000236508603597884,-0.401246858945119,"Not","EEF1B2"
"ARL6IP6",-0.161626465348758,7.65787533345891,-3.8419905934876,0.000143477024735323,0.000236532250738034,-0.401441051286043,"Not","ARL6IP6"
"SLC6A19",0.789937517587255,1.96854569323525,3.84197897143856,0.00014348355912738,0.000236532250738034,-0.401484012000871,"Not","SLC6A19"
"AKAP1",-0.121242014997166,7.77657706472914,-3.8415914898011,0.000143701578328754,0.000236873722036988,-0.402916262858674,"Not","AKAP1"
"RBMS2",0.231733273018961,7.13083864572919,3.84123060265861,0.000143904915642423,0.00023719094225371,-0.404250092335776,"Not","RBMS2"
"ARHGEF39",0.223912120708196,5.16371941362807,3.84104835348743,0.000144007704994371,0.000237342399050289,-0.404923636550224,"Not","ARHGEF39"
"DCAF13",-0.198976675730949,7.69929508500401,-3.84031493397931,0.000144422059122068,0.000237994205690795,-0.407633860629907,"Not","DCAF13"
"ALDH1L2",-0.365890850162338,3.89152948109088,-3.8403096496846,0.00014442504863367,0.000237994205690795,-0.40765338608657,"Not","ALDH1L2"
"TFG",0.144069658287888,8.47806130114024,3.84010635439839,0.000144540104370677,0.000238165779241126,-0.408404542859663,"Not","TFG"
"IGKV2-29",0.730308030374391,2.78504168128618,3.83956190595164,0.000144848664011276,0.000238656148520395,-0.41041604728606,"Not","IGKV2-29"
"RAB26",0.47136709890455,3.04814017201509,3.83891286440141,0.000145217314289781,0.000239245442888702,-0.412813634385762,"Not","RAB26"
"HCG27",0.274968310216602,9.13902645445638,3.83871392241073,0.000145330489214191,0.000239413784433273,-0.413548459608545,"Not","HCG27"
"WDHD1",-0.228105116005292,5.28984078678548,-3.83865054167131,0.000145366563018051,0.000239455095674262,-0.413782559489425,"Not","WDHD1"
"TMEM154",-0.228073582610278,11.4015058195633,-3.83799544316645,0.000145739915400902,0.000240051940836206,-0.416201988930701,"Not","TMEM154"
"ANAPC5",0.120051356052723,10.6099935422692,3.83777691957944,0.000145864657424638,0.000240239234204788,-0.417008961968206,"Not","ANAPC5"
"MRPL50",-0.249511756921092,6.45781176367651,-3.83723104140394,0.000146176707745959,0.00024073497286101,-0.419024618302503,"Not","MRPL50"
"MTX1",0.211014367113151,8.11562996310125,3.83689430228115,0.000146369518725258,0.000241034278926302,-0.420267896167863,"Not","MTX1"
"RN7SL269P",-0.317821227723829,1.32188012903736,-3.83566089962966,0.000147077798861096,0.000242182325332756,-0.424820893781916,"Not","RN7SL269P"
"ZNF503-AS1",0.471154966965293,0.396131706052103,3.83517277991159,0.000147358994952096,0.000242627003030767,-0.426622371442808,"Not","ZNF503-AS1"
"LINC02092",-0.338210991963885,1.13668897908407,-3.83496548848676,0.000147478565114316,0.000242805516056572,-0.427387346892047,"Not","LINC02092"
"NOSTRIN",-0.51557143878899,1.64686045339169,-3.83463375889566,0.00014767010474924,0.000243102482113458,-0.428611461784407,"Not","NOSTRIN"
"DNAJC5B",-0.480721400659205,2.65653812282812,-3.83455579167504,0.000147715156899356,0.000243158265911965,-0.428899154318036,"Not","DNAJC5B"
"AGAP6",0.132277062476986,7.35068236509462,3.83446323162495,0.000147768658158994,0.000243227948553337,-0.429240686158985,"Not","AGAP6"
"RPL17P9",-0.415698737015781,3.5299392422422,-3.83414712554551,0.000147951510909287,0.000243510517766419,-0.430407009826425,"Not","RPL17P9"
"LRFN1",0.276453725666214,7.3854029117655,3.83381415538867,0.000148144350057278,0.000243809479442009,-0.431635460135866,"Not","LRFN1"
"SETDB2",-0.156930448540299,8.06148827734459,-3.83358012914791,0.000148280028150413,0.000244014329880232,-0.43249881069461,"Not","SETDB2"
"RBM15B",0.0987055838080426,9.12577608434073,3.83222516319662,0.000149067889423284,0.000245292321634702,-0.437496483839783,"Not","RBM15B"
"MIR744",0.327004274244679,1.24431803610278,3.83159199767909,0.000149437406233021,0.000245881783340187,-0.439831299823172,"Not","MIR744"
"LOC101927851",-0.353995634053611,5.43532560502587,-3.83134907036333,0.000149579408850506,0.000246096836246299,-0.440727006655416,"Not","LOC101927851"
"WASHC5-AS1",0.370049417291903,2.41995354270049,3.83109174735927,0.000149729965544293,0.000246325929263144,-0.44167573517343,"Not","WASHC5-AS1"
"KRI1",0.154217292983624,8.87842742046974,3.83056968450978,0.000150035858665499,0.000246810517673282,-0.4436003566133,"Not","KRI1"
"WDR27",-0.156158432139764,7.38251590963843,-3.83027625455183,0.000150208047766355,0.000247075105009245,-0.444682000432705,"Not","WDR27"
"HAVCR2",0.17765521814712,8.05054582650905,3.83007446555148,0.000150326568956424,0.000247251381450724,-0.445425792209741,"Not","HAVCR2"
"ZNF775",0.189641774530775,5.85327596903148,3.82855311336179,0.000151222988072365,0.000248706991335026,-0.451032312265687,"Not","ZNF775"
"RNU6-1111P",-0.315103402782869,1.19126810738367,-3.82829760747249,0.000151374033240759,0.000248936604019146,-0.451973706265568,"Not","RNU6-1111P"
"RPL7P7",-0.382173962441257,2.05348475187722,-3.82816561254417,0.000151452119371513,0.000249046208980117,-0.452460009824109,"Not","RPL7P7"
"GLIPR1L2",0.542221216605319,2.13117254826434,3.827937304998,0.000151587272423338,0.000249249630523159,-0.453301117479388,"Not","GLIPR1L2"
"GPR75",-0.338924237712745,4.67223997393779,-3.82788809636206,0.000151616417784048,0.00024927872978312,-0.453482400905531,"Not","GPR75"
"IMPA1",-0.223422407669524,7.26241444318436,-3.82740800504138,0.000151901044996239,0.000249727841056482,-0.455250932751343,"Not","IMPA1"
"BSG",0.227206922316142,11.4746290150862,3.82728223978782,0.000151975689690043,0.000249831695832757,-0.455714185432052,"Not","BSG"
"ZNF252P-AS1",0.200039529844147,4.09832878927897,3.82683305918271,0.000152242572282722,0.000250251529512816,-0.45736861439504,"Not","ZNF252P-AS1"
"PDZK1",0.313335769933647,3.52684801366042,3.82650295638613,0.000152438986599973,0.000250555475031282,-0.458584339747999,"Not","PDZK1"
"UTP25",0.133727899783034,7.81738128114208,3.826192696176,0.000152623812707004,0.000250840329209375,-0.459726899111722,"Not","UTP25"
"ZNF766",0.129109513475731,7.83657810837219,3.82586568015133,0.000152818849728543,0.000251141920968983,-0.46093107050745,"Not","ZNF766"
"RSRC2",-0.17228615157009,10.1837582806289,-3.82558078072468,0.000152988959793981,0.000251402505434603,-0.46198007839622,"Not","RSRC2"
"MYO7A",0.400104180759138,5.61124064445166,3.82546816432852,0.000153056251047193,0.000251494104026006,-0.462394715301577,"Not","MYO7A"
"MRPL38",0.178172521127474,5.76721315256868,3.82516245987459,0.000153239058544554,0.000251775484781382,-0.463520216994739,"Not","MRPL38"
"EDN1",-0.308197158456442,4.08202859311962,-3.82500930649448,0.000153330719947401,0.000251907079134953,-0.464084045336064,"Not","EDN1"
"NCEH1",-0.192601547581387,6.46525963271755,-3.82421846389451,0.000153804859829605,0.000252666980218004,-0.466995170286053,"Not","NCEH1"
"ABTB1",0.184553669752008,11.9570297199868,3.82403066103182,0.000153917658130135,0.00025283320804041,-0.467686398806887,"Not","ABTB1"
"RPS18P5",0.318719516778183,8.09929504007344,3.82396826263179,0.000153955153205578,0.00025287572309357,-0.467916055848502,"Not","RPS18P5"
"PRB4",-0.297122231579498,1.45806995818318,-3.82259110049648,0.000154784888190758,0.000254219410194128,-0.472983813449368,"Not","PRB4"
"RPS12",0.275629736244898,11.3840709521347,3.82209806587718,0.000155082965644274,0.000254689763700435,-0.474797699493694,"Not","RPS12"
"CANT1",0.201348851590099,10.0129754312868,3.82184067520363,0.000155238793597955,0.000254926450271152,-0.475744559970985,"Not","CANT1"
"DPH7",0.11652513261636,7.89195506428185,3.82131009352565,0.000155560482260934,0.00025543544990814,-0.477696219488231,"Not","DPH7"
"MGP",0.441398280886641,2.3785887932903,3.82075763135192,0.000155896106338422,0.00025596725347,-0.479728096758786,"Not","MGP"
"LARS1",-0.115826870310864,9.5369350887649,-3.82006998808286,0.000156314809696772,0.000256635375190169,-0.482256771553827,"Not","LARS1"
"C9orf43",0.367636118863595,2.55222414871006,3.81951986404843,0.000156650543025329,0.000257167187452997,-0.484279443134569,"Not","C9orf43"
"PPIGP1",0.400378024659052,1.59463072216005,3.81915202007179,0.000156875413291101,0.000257516933615811,-0.485631765298104,"Not","PPIGP1"
"LOC100132609",0.414576489353069,1.21700829595989,3.81834581701246,0.000157369328424684,0.000258308241101123,-0.488595226571712,"Not","LOC100132609"
"SEPTIN9",0.167913564043197,11.6583426567192,3.81803560956595,0.00015755976621408,0.000258601334839195,-0.489735340758996,"Not","SEPTIN9"
"GEN1",-0.216276619643057,7.03288760904295,-3.81780890454389,0.000157699079180551,0.000258810480038928,-0.490568501976725,"Not","GEN1"
"CHPF",0.28557516600764,5.8742057891716,3.81718684411762,0.000158081940906168,0.000259419267709083,-0.492854394744648,"Not","CHPF"
"NCAPG2",-0.365185454626279,6.90351691375754,-3.81690298422893,0.000158256940837768,0.000259686879181794,-0.493897383609341,"Not","NCAPG2"
"SNX5P1",-0.45121968596416,1.77827304215752,-3.81676382903791,0.000158342797014076,0.000259808183632094,-0.49440865655178,"Not","SNX5P1"
"DYNLT2B",-0.329265209140716,3.44226782461295,-3.81599488065434,0.000158818018011919,0.000260568289798789,-0.49723355490282,"Not","DYNLT2B"
"MRPL48",0.208638793939698,6.70083258628534,3.81582231124254,0.000158924853350493,0.000260710025430962,-0.497867453704218,"Not","MRPL48"
"NUDT2",0.242780448191823,6.3705279504961,3.81581666083675,0.00015892835258648,0.000260710025430962,-0.497888208877962,"Not","NUDT2"
"GSR",-0.163257415321539,9.42552912430522,-3.81560899603007,0.000159057007699437,0.000260901419409058,-0.498650987330853,"Not","GSR"
"SIMC1",-0.141030299435302,7.07323938321858,-3.81517550396759,0.00015932588733193,0.000261322777693038,-0.500243133485027,"Not","SIMC1"
"LOC100128325",0.500948898218855,1.68150019211629,3.8150597223628,0.000159397775160861,0.000261420995264573,-0.500668352274694,"Not","LOC100128325"
"FOXRED1",0.144097037778447,7.67001056568706,3.81438116640992,0.000159819701374404,0.000262093236739543,-0.503160172738254,"Not","FOXRED1"
"MTCYBP18",-0.688031805048016,3.15691060914533,-3.81427362332718,0.000159886668477824,0.000262183312456105,-0.503555059154396,"Not","MTCYBP18"
"KLHDC7A",-0.698455983507244,2.68168803118402,-3.81357241110668,0.000160323963926512,0.00026288059597137,-0.506129581237642,"Not","KLHDC7A"
"OXR1-AS1",0.432905055949132,1.56582366607695,3.81326831485617,0.00016051395788245,0.000263172308778732,-0.507245943867964,"Not","OXR1-AS1"
"ALDH1B1",0.186125263272621,5.82506489949126,3.81298692432956,0.000160689955180279,0.000263441031023233,-0.508278878581561,"Not","ALDH1B1"
"CIBAR1",-0.248596922489121,6.50383140467907,-3.81273521708034,0.000160847541375464,0.000263679531239234,-0.509202791534048,"Not","CIBAR1"
"RAD17P1",-0.365772497188398,1.97522237553573,-3.81164587340905,0.000161531230920307,0.000264780378898651,-0.513200670370027,"Not","RAD17P1"
"CCT4P2",0.656546014870861,2.16409812100293,3.81133057087738,0.000161729631607032,0.000265085640063465,-0.514357629954694,"Not","CCT4P2"
"MICAL1",0.1361330407907,10.7957462676904,3.81120100291034,0.000161811227562456,0.00026519941895021,-0.514833036263195,"Not","MICAL1"
"BAIAP2-DT",0.191586094522704,7.66399065712412,3.81046986750097,0.000162272392482977,0.000265935225883708,-0.517515412968825,"Not","BAIAP2-DT"
"POC5",-0.145242378216456,6.84479224088927,-3.81041715908748,0.000162305686344556,0.000265969771233647,-0.517708770278837,"Not","POC5"
"CCNL2",-0.142918994415313,10.8970758778519,-3.80965305312368,0.000162789067940304,0.000266741813108595,-0.520511564399148,"Not","CCNL2"
"CNNM3",-0.134583540436376,8.4267906953925,-3.80922362205257,0.000163061327242039,0.000267167825484981,-0.522086519468939,"Not","CNNM3"
"EIF1AXP2",-0.270133543234341,1.12207855400816,-3.80836325760778,0.000163608093072088,0.000268043505127133,-0.525241445409542,"Not","EIF1AXP2"
"IGLV2-8",-0.465494539619681,5.13501111112355,-3.80664466014022,0.000164705459430695,0.000269821048683674,-0.531541508442131,"Not","IGLV2-8"
"CD27",0.206243709609513,7.8876074797807,3.80622373960419,0.000164975285459174,0.000270242747376327,-0.53308412499449,"Not","CD27"
"TGFBRAP1",-0.118139035576496,8.22087569863495,-3.80568704266626,0.000165319934205105,0.000270771808721509,-0.535050817511004,"Not","TGFBRAP1"
"ZFP28-DT",0.450379162056116,0.802054016593917,3.80568206808621,0.000165323131892191,0.000270771808721509,-0.535069045350283,"Not","ZFP28-DT"
"TMEM117",-0.24362837155219,4.55510167239678,-3.8052966603203,0.000165571051783197,0.000271157464845,-0.536481188184124,"Not","TMEM117"
"ZNF233",-0.238091604008404,4.9486894824385,-3.80521575193575,0.000165623142014562,0.00027122237477379,-0.536777621550394,"Not","ZNF233"
"SNORD69",0.363283546819825,1.50205924350026,3.80484578503962,0.000165861530457072,0.000271592331606463,-0.538133037606186,"Not","SNORD69"
"PEX19",0.12554670132324,7.77724777523263,3.80306575926123,0.000167013029343613,0.000273457306110021,-0.544652661719152,"Not","PEX19"
"RNF144B",-0.20963130364496,9.16058065851281,-3.80277992654488,0.000167198636693929,0.000273740625113556,-0.545699306026615,"Not","RNF144B"
"KRT9",-0.372292282147976,0.688837777405142,-3.80213128998171,0.000167620556071686,0.000274410766743926,-0.548074172788736,"Not","KRT9"
"ZMIZ2",0.167022795947055,9.66254594065715,3.80130942833565,0.000168156597769794,0.000275267622646012,-0.55108273402626,"Not","ZMIZ2"
"S100A13",0.239926435986789,4.1722729139896,3.80108759856527,0.000168301558737405,0.00027548420969007,-0.551894675689319,"Not","S100A13"
"DPYD-AS1",-0.471607504211974,3.54249105150382,-3.80054929863029,0.000168653816990323,0.000276040052988897,-0.553864779705479,"Not","DPYD-AS1"
"MIR135A1",-0.331644786305721,3.36796676887277,-3.80027071588346,0.000168836392159419,0.000276318108926821,-0.554884253044909,"Not","MIR135A1"
"RNU6-483P",-0.388720564747785,0.689539221316712,-3.80003096959304,0.00016899366445728,0.000276554715433434,-0.555761549059048,"Not","RNU6-483P"
"LOC100233156",0.803284133540117,3.12273143324373,3.79979517340076,0.000169148480465941,0.000276766468450997,-0.55662434066426,"Not","LOC100233156"
"TEKT4P2",0.803284133540117,3.12273143324373,3.79979517340076,0.000169148480465941,0.000276766468450997,-0.55662434066426,"Not","TEKT4P2"
"H2BC4",0.302849927135091,7.09719914886128,3.79930048208914,0.000169473713877642,0.000277277790944899,-0.558434283210937,"Not","H2BC4"
"NPM3",0.185532004026592,5.80879169916002,3.79927183598354,0.000169492565257826,0.000277287799285436,-0.558539084934813,"Not","NPM3"
"GTF2IRD2P1",0.352480126981369,2.76963003343289,3.79920231976876,0.000169538320604163,0.000277341817380787,-0.558793406837622,"Not","GTF2IRD2P1"
"HIP1",-0.326357625325771,9.202664707645,-3.79883943627675,0.000169777358786816,0.000277707865218894,-0.560120929663493,"Not","HIP1"
"RN7SL600P",-0.441993642132409,5.30582168984367,-3.79882391245251,0.000169787591717986,0.000277707865218894,-0.56017771726066,"Not","RN7SL600P"
"LOC728485",0.411385601829288,1.9070872332225,3.79871828217383,0.000169857236122183,0.00027780091006163,-0.560564116973527,"Not","LOC728485"
"MIR4786",-0.419470775483392,1.42931947630801,-3.79833093753184,0.000170112852031942,0.000278198073826175,-0.561980953853502,"Not","MIR4786"
"TMEM128",0.180552094551876,6.54327133142188,3.79825153549009,0.00017016529575999,0.000278262940460632,-0.562271375702445,"Not","TMEM128"
"ALG3P1",-0.416935396373645,1.2775544097789,-3.79822013083621,0.000170186042225096,0.000278275968269991,-0.562386240186646,"Not","ALG3P1"
"SLC38A7",0.166211629935438,7.05643313934403,3.79709626947739,0.000170930059060843,0.000279471544980467,-0.566496255017226,"Not","SLC38A7"
"TBC1D3I",0.490921454940718,1.14877759506034,3.79694393263049,0.00017103114493224,0.000279615825579963,-0.567053271565466,"Not","TBC1D3I"
"STAC3",0.254108017440522,6.54211279200841,3.79481178252464,0.000172451909700338,0.000281917442471836,-0.574847264754239,"Not","STAC3"
"FAM66C",-0.276958455966674,4.47468637420265,-3.79398403619379,0.000173006478427753,0.000282802797670169,-0.577871968325588,"Not","FAM66C"
"CASS4",-0.253579627209431,8.69285829780605,-3.79388640858697,0.000173071997321828,0.000282888660988051,-0.578228673324884,"Not","CASS4"
"IGLV7-46",-0.5513534556364,4.56289605481969,-3.79356031034785,0.000173291015092872,0.000283217362272046,-0.579420086960144,"Not","IGLV7-46"
"THUMPD3-AS1",-0.17877692048548,8.09908369681398,-3.79354826419902,0.000173299110673375,0.000283217362272046,-0.579464096256849,"Not","THUMPD3-AS1"
"PLK1",0.287806774952349,6.10871174462177,3.79314696790991,0.000173569004920807,0.000283637154382782,-0.580930114768679,"Not","PLK1"
"TRBV15",0.276642911558183,4.17016621679471,3.79306990367183,0.000173620880349009,0.000283700635569538,-0.581211629976629,"Not","TRBV15"
"UQCRHL",0.22518162092959,5.39794095951736,3.79205642776101,0.00017430446058871,0.000284796250417886,-0.584913359056081,"Not","UQCRHL"
"AAAS",0.137309571578131,8.08589868794813,3.79121586524151,0.000174873339460651,0.000285704304228367,-0.587982826141584,"Not","AAAS"
"AK6P2",-0.371822104706111,0.912808669444685,-3.7899484401506,0.000175734427455733,0.000287089590955705,-0.59260986907919,"Not","AK6P2"
"PDCD10",-0.32798987798949,8.65988672379985,-3.78928602117584,0.000176186066032492,0.00028780582054445,-0.595027620649404,"Not","PDCD10"
"TP53AIP1",0.438342309975063,0.301414193284178,3.78919796631367,0.000176246184469028,0.000287882429436133,-0.595348981119163,"Not","TP53AIP1"
"MAPK8IP3",0.149985927630414,10.5309129475562,3.78887313179213,0.000176468129029999,0.000288223335555673,-0.596534420612056,"Not","MAPK8IP3"
"CTNNBL1",0.119515452964697,8.70639028696778,3.78883268550114,0.000176495782596348,0.000288246881124689,-0.596682017276378,"Not","CTNNBL1"
"SART3",-0.102992765853417,9.30135602408927,-3.78880721160158,0.000176513201476719,0.000288253709476193,-0.596774975919538,"Not","SART3"
"RPL21P98",0.506997482499015,3.33881839730058,3.78850768943024,0.000176718134491697,0.000288566732550184,-0.597867940482563,"Not","RPL21P98"
"PHACTR3",-0.410625151089695,2.96027680721738,-3.78802381406282,0.000177049676585036,0.000289086435785779,-0.599633445936778,"Not","PHACTR3"
"SH3TC2",0.451749864514684,4.251928509251,3.7859547379743,0.000178474003489332,0.00029139022463674,-0.607180484195295,"Not","SH3TC2"
"CRACR2A",-0.131975913279392,8.16648698500467,-3.78566424218744,0.000178674841141218,0.000291696256249064,-0.608239773736087,"Not","CRACR2A"
"LOC100130748",-0.350502959552527,1.37103187829879,-3.78543322580658,0.000178834709298601,0.000291935362094387,-0.609082118604062,"Not","LOC100130748"
"SLC22A1",-0.393267587217601,5.89949229207313,-3.78523677031944,0.000178970766834536,0.00029213556580375,-0.609798408170652,"Not","SLC22A1"
"GPR4",-0.464078708700216,0.761244573414222,-3.78479914482023,0.000179274200857212,0.000292608929140679,-0.611393895691552,"Not","GPR4"
"MGAM2",0.522661192211872,5.68750936919979,3.78475142841752,0.000179307315069675,0.000292641042245703,-0.611567849008479,"Not","MGAM2"
"ACTBP14",0.497938983356304,1.77226846707701,3.78455313659411,0.00017944498742778,0.000292843783350064,-0.612290713281681,"Not","ACTBP14"
"RPS26P31",0.513066353106503,1.34595252077452,3.78424874070936,0.000179656521136848,0.000293167022463644,-0.613400307112487,"Not","RPS26P31"
"GPR82",-0.35233137110524,5.52463688740595,-3.78412599769192,0.000179741885474323,0.000293284342915203,-0.613847710600176,"Not","GPR82"
"ZNF155",-0.295979074596105,5.25145181919076,-3.78262458539177,0.000180789179393099,0.000294971106045611,-0.619319334785013,"Not","ZNF155"
"SH2D3C",0.141801189360267,10.5176469915251,3.782220323474,0.000181072150701377,0.000295410660187494,-0.620792250389405,"Not","SH2D3C"
"ABCB7",-0.141998196356647,7.38462899435105,-3.7800601812904,0.00018259128527345,0.000297866739348919,-0.628660190742502,"Not","ABCB7"
"ANKS4B",-0.398243163867983,0.680023855900069,-3.7789040572143,0.000183409271778071,0.000299178731962506,-0.632869461033636,"Not","ANKS4B"
"BUD23",0.157305291589875,8.65257257201776,3.77820411137648,0.000183906180508516,0.000299966822514826,-0.635417277047045,"Not","BUD23"
"KCNMA1-AS1",0.408583595622687,0.644228057249733,3.77813567266731,0.000183954834966322,0.000300023708440691,-0.635666371784082,"Not","KCNMA1-AS1"
"ALDH3A1",0.437037000993504,0.70701178892834,3.77728335942256,0.000184561780343429,0.000300991070025328,-0.63876816598533,"Not","ALDH3A1"
"AANAT",0.367089713746211,4.11069043979187,3.77574075325356,0.000185665103095569,0.000302767739077811,-0.644380471748147,"Not","AANAT"
"PAGE2",0.409118971280611,0.376055281454487,3.77545943347622,0.000185866982227657,0.000303074250262635,-0.645403739779534,"Not","PAGE2"
"MYO5B",0.256127625067984,4.5104702343212,3.77519458529709,0.000186057230421314,0.000303361751585482,-0.646367029765209,"Not","MYO5B"
"TMEM54",0.478693737141872,0.768420160026869,3.77513861270783,0.000186097460687494,0.000303393763789064,-0.646570601915756,"Not","TMEM54"
"POLD1",0.161441775707966,7.75654322264549,3.77512849963307,0.00018610473032976,0.000303393763789064,-0.646607382842275,"Not","POLD1"
"NAP1L1",0.184802953145748,11.012395285613,3.77499824285857,0.000186198387549917,0.000303523722780315,-0.647081114371498,"Not","NAP1L1"
"RPS16P1",0.411704385842303,4.36388684286698,3.77487892860959,0.000186284215909532,0.000303622793198599,-0.647515035691694,"Not","RPS16P1"
"DAB1",-0.344284834633837,3.46369086317019,-3.77487498946921,0.000186287050155375,0.000303622793198599,-0.647529361316424,"Not","DAB1"
"NTPCR",0.195454346723852,7.27944076181185,3.77465878015427,0.000186442677078392,0.000303853700574956,-0.648315636893376,"Not","NTPCR"
"SHB",0.399329124858895,2.52475779684159,3.77460569088257,0.000186480909362553,0.000303893264583864,-0.648508697118148,"Not","SHB"
"DKK4",0.501081602260189,1.44979416964709,3.77418289577217,0.000186785649832009,0.000304367097589762,-0.650046110455579,"Not","DKK4"
"UBQLN2",-0.168884121005668,9.02021133027655,-3.77276561868616,0.000187810620762154,0.000306014386942226,-0.65519860346103,"Not","UBQLN2"
"RNVU1-2",-0.689432260197006,1.6836823325057,-3.77268257706275,0.000187870840553113,0.000306089603669588,-0.655500444659258,"Not","RNVU1-2"
"HSPA9",-0.121417349317714,10.0792025684258,-3.77141693297032,0.000188790913548089,0.000307565624907201,-0.660100069246404,"Not","HSPA9"
"HDHD2",0.130757401773904,6.95411198854007,3.77122248542924,0.000188932645458903,0.000307773498531279,-0.660806607037819,"Not","HDHD2"
"RPL21P131",0.580792373006523,0.101390106888878,3.77114760380145,0.000188987253105142,0.000307839425221759,-0.661078685306498,"Not","RPL21P131"
"RPL21P110",-0.495493027450704,1.22521339030861,-3.77064330754111,0.000189355400734647,0.00030841602595534,-0.66291088767082,"Not","RPL21P110"
"ZNF282",0.155931198467472,8.2410595962944,3.77060741958417,0.000189381625529364,0.00030843566910261,-0.663041266662177,"Not","ZNF282"
"BRD7P2",0.201305516658474,5.43957238428972,3.77030824947288,0.000189600374753998,0.000308768840046991,-0.664128090645546,"Not","BRD7P2"
"SEPTIN7P1",-0.419238129619576,1.93716901541365,-3.77024079824557,0.000189649727126969,0.000308826114881076,-0.664373116160863,"Not","SEPTIN7P1"
"RPS4XP11",0.31534945924876,3.4153958547077,3.76991162708206,0.000189890747402305,0.000309195470327167,-0.665568815751119,"Not","RPS4XP11"
"ATP6V1E2",0.169387524509395,6.02526111912746,3.76897532704507,0.00019057789091472,0.000310291130153135,-0.668969355262134,"Not","ATP6V1E2"
"COLCA1",0.597201666275446,2.68154936071549,3.76860350401652,0.000190851419378906,0.000310713245381359,-0.670319558878276,"Not","COLCA1"
"SMIM15",-0.18564574004608,6.9184770045688,-3.7683753410844,0.000191019448870331,0.000310963554063357,-0.671148027476828,"Not","SMIM15"
"PKD1P5",-0.585616513506992,5.42682588168905,-3.76800748082621,0.000191290651781272,0.000311381770392255,-0.672483644735463,"Not","PKD1P5"
"MTND4P22",0.6582368016452,2.9990255493824,3.76773155937453,0.000191494311746865,0.000311689986417102,-0.673485373750577,"Not","MTND4P22"
"PSMB7",0.151086866111225,9.504340940905,3.76769127586752,0.000191524062455621,0.000311710000274782,-0.673631616781643,"Not","PSMB7"
"XRN2",-0.153798725547416,10.2760600986406,-3.76767614554718,0.000191535237826709,0.000311710000274782,-0.673686544691392,"Not","XRN2"
"RPS7P4",0.529632124424999,1.52051000833923,3.76759335909694,0.000191596395430715,0.000311786227524386,-0.673987082408365,"Not","RPS7P4"
"ARL8A",0.138030066799944,8.86778910411644,3.76720986990134,0.000191879934419112,0.000312224299206111,-0.6753791744854,"Not","ARL8A"
"PSMB8-AS1",0.15952947612117,8.21661620349128,3.76710467900223,0.000191957778194277,0.000312327626106283,-0.675761001722915,"Not","PSMB8-AS1"
"NOC2L",0.140888543762269,8.87200995891343,3.76662311648768,0.000192314526567162,0.000312884699342495,-0.677508875561199,"Not","NOC2L"
"CNGB3",0.427062302587396,1.47351582673973,3.76623872243433,0.000192599740044755,0.000313325314865486,-0.678903919305974,"Not","CNGB3"
"SEC22B",0.112974393811976,9.16028545175479,3.76563175437247,0.000193050912236337,0.000314035829519366,-0.681106460592617,"Not","SEC22B"
"RN7SL213P",0.406962876883323,0.783231281918315,3.76497183252701,0.000193542577525596,0.000314812103206085,-0.68350078531213,"Not","RN7SL213P"
